mission_type,mission_seed,fault_label,timestamp_s,true_cht,sensor_cht,egt,rpm,oil_pressure,oil_temp,fuel_flow,vibration,battery_voltage,injection_timing,health_index,altitude,ambient_temp,throttle,fault_type,fault_severity,rul_seconds
rapid_throttle,200,cooling,590.0,236.87663999874385,236.9272862546403,824.1069349448172,2171.372192230572,72.64762826071795,54.131859958625334,18.004200903326637,0.17212683250867655,13.283462132607202,19.663266462221614,0.0,1500.0,5.25,0.8,cooling,0.873,47.5
rapid_throttle,200,cooling,591.0,238.3297969805961,238.24116645268117,827.4955029155373,2164.8754272784213,71.86146418041159,53.59909279482074,18.00420091219057,0.1365735074189201,13.343916903658599,20.25985548692427,0.0,1500.0,5.25,0.8,cooling,0.876,46.5
rapid_throttle,200,cooling,592.0,239.77193562102462,240.12185813890395,828.2392124420084,2171.5142082849375,71.40046975174762,53.92031862821416,18.004200918284525,0.07740656168944503,13.283248658645064,20.15911227871512,0.0,1500.0,5.25,0.8,cooling,0.879,45.5
rapid_throttle,200,cooling,593.0,241.2034784011308,242.25979763980587,828.6571424204386,2170.5664244184977,71.62176505592942,53.73821128757641,18.004200922474116,0.12522139667227117,13.303969033069201,19.969813322438657,0.0,1500.0,5.25,0.8,cooling,0.881,44.5
rapid_throttle,200,cooling,594.0,242.62483937995825,242.38384596636712,834.0463472892994,2165.160794526746,72.02311816513428,53.99157914309079,18.00420092535446,0.24270228732512397,13.334145110069123,19.866693049660814,0.0,1500.0,5.25,0.8,cooling,0.884,43.5
rapid_throttle,200,cooling,595.0,244.0364244173562,244.5287167675435,831.1250349240629,2171.738136983726,72.88452646344324,55.06391156452322,18.0042009273347,0.15269133929610254,13.362171611537033,19.827433276046147,0.0,1500.0,5.25,0.8,cooling,0.887,42.5
rapid_throttle,200,cooling,596.0,245.43863139193485,245.35531949462384,838.9669300610576,2174.3864290982424,72.20907093328694,54.5132874155752,18.004200928696115,0.1887896785176543,13.270242841079773,19.982576946425844,0.0,1500.0,5.25,0.8,cooling,0.889,41.5
rapid_throttle,200,cooling,597.0,246.83185041423323,247.93277014153867,837.6583331484342,2173.66524242672,72.38360333104988,55.093932173386335,18.004200929632088,0.21817537659061337,13.256268347782212,19.831920329860495,0.0,1500.0,5.25,0.8,cooling,0.892,40.5
rapid_throttle,200,cooling,598.0,248.21646403521828,248.58488732366035,837.2439442187806,2174.865085685818,72.2420550560477,54.24348439657103,18.00420093027557,0.17007798762726944,13.311239348738722,19.98095177901599,0.0,1500.0,5.25,0.8,cooling,0.895,39.5
rapid_throttle,200,cooling,599.0,249.5928474502329,249.96234855959193,841.7635138572741,2171.598505481433,71.83049034689327,55.01432693991017,18.004200930717957,0.24372749723931267,13.304742991893686,20.078483068576542,0.0,1500.0,5.25,0.8,cooling,0.897,38.5
rapid_throttle,200,cooling,600.0,250.96136869850815,251.1984394998124,843.5237237218604,2177.6310617310005,72.14949537554074,53.45803991862414,18.0042009310221,0.20690287950268177,13.215372915406286,19.990557261615752,0.0,1500.0,5.25,0.8,cooling,0.9,37.5
