mission_type,mission_seed,fault_label,timestamp_s,true_cht,sensor_cht,egt,rpm,oil_pressure,oil_temp,fuel_flow,vibration,battery_voltage,injection_timing,health_index,altitude,ambient_temp,throttle,fault_type,fault_severity,rul_seconds
high_altitude,2,healthy,0.0,28.23048471983589,29.050620124038385,540.564229745821,1961.1105298692387,70.43714955172132,25.01918030044274,22.38743720995602,0.14710238905688305,13.187703005405819,19.57276078086631,0.8583795529154954,8.0,14.947999999999979,0.95,none,0.0,
high_altitude,2,healthy,1.0,31.601409301408722,31.622178997907923,547.0798204313455,2150.21273836989,71.50867061351408,26.31376057246451,24.444115516144887,0.2587500609750146,13.328457840162116,20.458441602562992,0.854638669361095,16.0,14.896000000000015,0.95,none,0.0,
high_altitude,2,healthy,2.0,35.04086875427723,34.96265166908491,555.7836362760748,2267.6260270522366,72.74994811059763,26.91075169369687,25.847656787083043,0.16811724937578496,13.377088477432903,19.82437842135193,0.8508217292332743,24.0,14.843999999999994,0.95,none,0.0,
high_altitude,2,healthy,3.0,38.500095532655884,38.365567052547874,566.3146775874976,2346.160930586513,73.73878367380092,27.93287431252908,26.802519133074377,0.26798169313362985,13.357529465197695,19.96930096086461,0.8469828523159685,32.0,14.791999999999973,0.95,none,0.0,
high_altitude,2,healthy,4.0,41.946213199788744,42.21738948586326,563.2692475271785,2420.944470664659,73.2711230297379,29.33800932991152,27.449159680927476,0.2733839005286707,13.421970990180066,20.00000195229432,0.8431585232348677,40.0,14.740000000000009,0.95,none,0.0,
high_altitude,2,healthy,5.0,45.35725495040101,44.94268730589362,569.0153870726741,2462.2764130915916,74.37215495503202,29.010301616636625,27.884068617938095,0.19627646185530095,13.519091376938835,20.009594118373638,0.8393731196521257,48.0,14.687999999999988,0.95,none,0.0,
high_altitude,2,healthy,6.0,48.71873921407438,48.9729373354161,573.8770930301739,2475.4002240485274,74.5969908410082,29.85524582058243,28.173532040820714,0.1980214880153197,13.569052516038498,19.87306413896413,0.8356427124905143,56.0,14.636000000000024,0.95,none,0.0,
high_altitude,2,healthy,7.0,52.02131574296734,51.682477954303316,573.3084690946938,2505.9565652731085,75.34014743706598,30.31331512763067,28.36308666114438,0.242122814078567,13.414409900263708,20.00925110462834,0.8319776781875753,64.0,14.584000000000003,0.95,none,0.0,
high_altitude,2,healthy,8.0,55.259147648941536,56.05139117713937,573.960258554945,2515.485537354268,75.43224000205213,30.335451065695406,28.484014931666856,0.19052653676438097,13.527387783191172,19.78025221060079,0.8283844942299204,72.0,14.531999999999982,0.95,none,0.0,
high_altitude,2,healthy,9.0,58.428799397528316,58.22685326285934,582.0060761580809,2531.238307582267,75.76888680845327,31.826117543646205,28.557807021437515,0.21754442470438734,13.570422826317815,20.249642584119407,0.8248669732019263,80.0,14.480000000000018,0.95,none,0.0,
high_altitude,2,healthy,10.0,61.5284726390456,62.231820759876285,585.0735885002633,2535.213606427721,75.40006937644057,32.64551478814342,28.599226070889166,0.2586765749247477,13.560898173184162,20.040841595782823,0.8214271108221525,88.0,14.427999999999997,0.95,none,0.0,
high_altitude,2,healthy,11.0,64.55748116977317,63.990914532934674,595.6204753377571,2532.135721187875,76.53492570778921,34.360316677258886,28.61841393811876,0.2220344936207555,13.59286948892049,20.077215609520717,0.8180656686051775,96.0,14.375999999999976,0.95,none,0.0,
high_altitude,2,healthy,12.0,67.51589028725063,67.23577303413173,595.5541728913201,2533.0000272167863,75.12464068281572,33.8641291790495,28.62233778869877,0.16507050250318056,13.507015171815976,19.934990074323643,0.8147825740870569,104.0,14.324000000000012,0.95,none,0.0,
high_altitude,2,healthy,13.0,70.40426915892782,69.89356179366679,603.404552341883,2535.709063049266,75.48685031625898,35.19329703093647,28.615783862975388,0.263130683166241,13.664538964548095,19.705365350440022,0.8115771956342132,112.0,14.271999999999991,0.95,none,0.0,
high_altitude,2,healthy,14.0,73.22352088006932,72.34106201593144,605.518498864898,2535.571130710546,74.7510781782281,35.75183205957684,28.60204016669665,0.19083717131102093,13.487774262087871,20.22182865627233,0.8084485310366764,120.0,14.220000000000027,0.95,none,0.0,
high_altitude,2,healthy,15.0,75.974765935772,76.2237360099554,609.9051083225871,2531.2650670976127,75.15823413740534,35.3361034585626,28.583365460512756,0.09586740321275254,13.4635190203448,20.169262378368416,0.8053953368361103,128.0,14.168000000000006,0.95,none,0.0,
high_altitude,2,healthy,16.0,78.65926237123408,78.44475571197916,615.1891336386067,2541.842291816821,75.58484432098676,36.75589341253451,28.561311442692656,0.1885876220902983,13.586182992072017,20.358518570479657,0.8024162169168563,136.0,14.115999999999985,0.95,none,0.0,
