mission_type,mission_seed,fault_label,timestamp_s,true_cht,sensor_cht,egt,rpm,oil_pressure,oil_temp,fuel_flow,vibration,battery_voltage,injection_timing,health_index,altitude,ambient_temp,throttle,fault_type,fault_severity,rul_seconds
rapid_throttle,100,misfire,33.0,109.3730729817848,109.0988268416472,653.8442163805255,2453.873466822608,76.0583723769662,45.67482537135847,25.64973657627358,0.25064481154775087,13.382796735172843,20.03646854549741,0.6376262006828737,272.0,13.232000000000028,0.9,none,0.0,567.0
rapid_throttle,100,misfire,34.0,110.96502856329252,110.42611552475893,657.8529307175658,2437.8107614395985,74.57757428793954,46.00304265273487,25.62331508180004,0.28358955943073344,13.459664639086695,20.099750097760847,0.6276397500687568,280.0,13.180000000000007,0.9,none,0.0,566.0
rapid_throttle,100,misfire,35.0,112.51712802128284,112.46318343288422,661.1992520576066,2441.1880303816265,74.42441321532657,45.12933640454232,25.596914577622194,0.21191923226275033,13.48226875112155,20.309545820565116,0.6178968104053004,288.0,13.127999999999986,0.9,none,0.0,565.0
rapid_throttle,100,misfire,36.0,114.0303202875007,114.15456759994105,661.2562559700588,2435.460801441786,74.11167399436934,45.948621609188116,25.57053576548718,0.15353764010492876,13.452468277735058,19.77266545774152,0.6083915839567761,296.0,13.076000000000022,0.9,none,0.0,564.0
rapid_throttle,100,misfire,37.0,115.50553175319014,115.58483105137084,668.5661768222102,2449.099392587732,73.38247307066887,46.953987550563376,25.544179122152716,0.22715865900495705,13.407534315796001,19.657683389376487,0.5991184107042798,304.0,13.024000000000001,0.9,none,0.0,563.0
rapid_throttle,100,misfire,38.0,116.9436667891743,116.81753176895081,664.1139924813687,2437.2657640828106,73.3848303385294,46.83850791000721,25.517844969818675,0.1418382088909669,13.537635352817068,19.9559738872464,0.5900717651681755,312.0,12.97199999999998,0.9,none,0.0,562.0
rapid_throttle,100,misfire,39.0,118.34560825873966,118.77584596219212,665.2110546195614,2441.688665485473,74.15802815959228,47.71375620686215,25.491533524511524,0.16728595730960338,13.49112201634161,19.926700750110587,0.5812462532744987,320.0,12.920000000000016,0.9,none,0.0,561.0
rapid_throttle,100,misfire,40.0,119.71221802187478,119.62680281803105,670.1420450111475,2439.0668527401162,74.14959279816686,48.24358987718988,25.46524492932279,0.09343426700073992,13.523834958560633,19.974080688197265,0.5726366092741838,328.0,12.867999999999995,0.9,none,0.0,560.0
rapid_throttle,100,misfire,41.0,121.04433742995508,120.07863100149055,669.6173901772834,2426.9111945263185,74.44061443212716,48.10734020998419,25.438979277243103,0.3372558982387537,13.410254484800127,20.18582002265934,0.5642376927206652,336.0,12.815999999999974,0.9,none,0.0,559.0
rapid_throttle,100,misfire,42.0,122.34278781033504,121.81205399187422,666.7245990398624,2433.9980567570965,73.34914801094358,48.88911061592298,25.412736626848393,0.1910553000240629,13.420164652759079,20.120610739580666,0.5560444855091388,344.0,12.76400000000001,0.9,none,0.0,558.0
